,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS,cluster_group
1583,121,1009,8.34,1367.53,11.3,26.72,0.0,107.5,144.26,2.1,0.0,171.56,15.2,107.19,50.39,72.78,4.0,19.87,4.8,3.4,35.17,0.42,3.47,114.13,13.42,3.0
1584,126,1049,8.33,1471.81,11.68,19.98,0.0,115.45,73.18,5.27,8.48,272.48,99.64,133.02,91.07,38.14,5.0,39.71,18.98,1.34,81.02,22.7,3.95,63.89,1.38,3.0
1585,146,637,4.36,1466.61,10.05,8.72,0.0,61.2,170.76,16.05,0.0,370.62,27.73,156.63,100.19,10.62,0.0,50.0,5.83,0.0,26.21,1.69,23.55,274.76,15.72,3.0
1586,93,636,6.84,616.45,6.63,22.78,0.0,98.51,76.06,0.0,0.0,0.0,42.74,45.07,54.18,29.84,32.0,21.27,11.95,0.0,36.34,33.48,11.62,0.0,6.56,4.0
1587,51,533,10.45,988.89,19.39,8.68,0.0,118.0,90.3,49.84,0.0,81.64,24.17,46.67,73.32,63.24,4.0,16.66,0.0,15.69,17.89,13.99,30.99,230.87,9.46,0.0
1588,98,1321,13.48,1530.32,15.62,65.62,0.0,130.59,320.24,35.87,0.0,19.97,84.06,174.88,153.42,133.43,11.0,32.89,3.82,3.38,23.67,91.9,51.58,15.06,13.75,0.0
1589,55,323,5.87,404.37,7.35,21.54,0.0,31.05,55.04,10.81,0.0,12.74,3.46,101.15,13.63,3.68,3.0,47.07,2.95,0.0,5.35,0.0,0.0,0.0,6.34,5.0
1590,38,390,10.26,665.37,17.51,17.48,0.0,29.08,30.33,1.06,0.0,360.48,0.93,142.18,30.21,25.37,5.0,36.28,1.2,0.0,13.12,18.49,7.86,29.34,6.46,5.0
1591,46,701,15.24,1106.13,24.05,87.97,0.0,51.73,87.72,18.66,0.0,3.23,458.67,71.02,163.37,54.73,0.0,25.57,3.0,1.69,48.36,2.55,8.53,0.24,0.89,1.0
1592,123,1458,11.85,2019.99,16.42,27.87,0.0,74.73,214.32,79.48,0.0,425.79,41.6,149.71,108.41,100.51,2.0,91.19,4.23,1.27,35.75,19.64,49.29,33.24,5.49,0.0
1593,65,1382,21.26,1445.71,22.24,76.07,0.0,350.85,239.89,3.68,0.0,11.88,62.38,106.69,69.86,9.18,112.0,45.42,155.72,0.0,80.41,16.14,27.09,357.27,21.58,1.0
1594,26,591,22.73,852.82,32.8,14.7,0.0,54.24,71.02,2.99,0.0,99.51,15.53,119.59,156.41,27.9,0.0,120.06,0.65,3.81,27.21,0.0,2.95,0.0,0.0,1.0
1595,23,174,7.57,256.46,11.15,4.72,0.0,19.92,18.86,1.0,0.0,3.4,6.16,15.32,10.35,4.57,2.0,87.55,1.1,0.0,1.49,2.55,2.84,10.4,0.99,5.0
1596,85,1464,17.22,1776.72,20.9,27.33,0.0,198.88,168.71,1.2,0.0,9.04,90.28,212.97,197.23,60.36,0.0,105.28,0.8,0.0,37.9,9.95,51.16,127.52,5.46,1.0
1597,61,1291,21.16,1177.63,19.31,7.48,0.0,101.11,96.35,32.0,0.0,17.01,16.66,169.14,331.21,93.94,25.0,24.19,11.97,0.0,23.61,1.69,0.63,26.19,0.0,1.0
1598,63,278,4.41,443.5,7.04,4.48,0.0,28.59,31.63,0.84,14.36,12.76,1.99,2.18,6.45,0.84,1.0,25.33,2.7,0.0,5.75,3.4,23.93,55.25,8.64,5.0
1599,329,946,2.88,1034.17,3.14,16.05,0.0,68.64,44.89,13.12,0.0,0.0,12.95,2.09,159.56,9.45,4.0,29.57,36.24,3.4,3.07,0.0,0.44,176.29,5.34,3.0
1600,79,597,7.56,628.21,7.95,23.86,0.0,161.22,110.09,2.29,0.0,38.0,10.62,40.25,49.92,10.65,3.0,35.22,5.36,0.0,44.96,14.5,26.31,0.0,10.74,4.0
1601,100,847,8.47,1743.63,17.44,22.97,0.0,61.56,131.7,3.61,0.0,430.9,11.9,59.58,35.72,49.88,15.0,35.12,6.47,0.0,5.99,6.8,56.03,317.04,0.22,4.0
1602,39,296,7.59,465.25,11.93,9.59,0.0,17.43,38.97,0.0,0.0,53.58,7.68,68.83,166.47,3.52,0.0,100.04,2.55,1.92,11.71,11.38,166.72,18.38,4.22,5.0
1603,37,299,8.08,319.39,8.63,16.88,0.0,22.7,45.4,0.0,0.0,31.06,21.76,41.92,21.38,15.99,0.0,6.39,6.95,0.0,9.88,1.99,5.66,0.0,3.87,5.0
1604,61,440,7.21,587.5,9.63,9.36,80.0,69.18,56.08,14.53,0.0,26.33,9.49,62.8,18.37,7.23,4.0,25.96,11.47,0.0,13.66,2.55,8.91,14.71,5.02,5.0
1605,37,464,12.54,804.2,21.74,7.51,0.0,20.28,62.8,4.78,0.0,271.55,41.97,111.11,75.72,61.27,2.0,33.48,17.14,0.0,11.11,0.0,6.46,0.0,5.74,5.0
1606,81,924,11.41,1020.85,12.6,36.98,0.0,155.03,186.0,0.83,0.0,56.42,42.45,172.22,133.45,52.99,3.0,22.28,5.14,3.38,40.61,0.0,9.26,9.32,3.76,4.0
1607,26,307,11.81,374.54,14.41,8.79,0.0,23.28,51.83,5.82,0.0,4.26,13.96,36.71,47.33,33.19,0.0,57.1,5.69,0.0,26.06,0.0,10.49,29.95,5.55,5.0
1608,109,989,9.07,1191.74,10.93,14.56,0.0,70.58,139.99,19.87,0.0,41.97,51.2,116.52,184.79,42.18,2.0,146.21,7.76,0.0,25.69,2.53,16.28,16.63,13.44,4.0
1609,54,339,6.28,587.85,10.89,8.5,0.0,40.28,39.32,7.88,0.0,50.7,0.0,24.91,14.64,27.98,0.0,14.79,0.3,0.84,9.19,111.11,18.38,28.73,0.0,5.0
1610,231,1461,6.32,1319.83,5.71,48.94,50.0,173.37,93.33,7.11,0.0,0.0,40.25,28.8,169.15,269.07,0.0,21.87,17.83,2.55,14.09,0.42,37.63,59.04,9.79,3.0
1611,5,42,8.4,61.35,12.27,2.14,0.0,7.28,0.0,0.0,0.0,0.0,19.16,16.56,1.89,0.0,0.0,30.82,0.0,0.0,8.99,0.0,0.0,0.0,3.51,5.0
1612,134,754,5.63,795.28,5.93,66.18,0.0,42.78,189.56,5.59,0.0,0.0,8.33,36.93,158.46,19.46,0.0,75.2,6.25,0.0,1.19,0.0,4.79,0.0,1.03,4.0
1613,93,502,5.4,985.8,10.6,2.53,0.0,42.02,47.25,0.99,0.0,422.6,15.78,35.87,23.78,4.52,9.0,69.16,11.65,0.0,12.72,3.13,19.84,114.33,0.95,4.0
1614,222,1299,5.85,2769.62,12.48,21.69,0.0,117.62,127.35,59.06,1.65,26.17,2.91,214.56,268.23,91.43,33.0,0.0,7.85,0.0,39.79,4.6,24.11,6255.17,4.53,0.0
1615,44,219,4.98,688.11,15.64,1.28,0.0,23.2,46.21,5.89,0.0,0.0,0.0,19.08,22.09,12.49,86.0,2.36,2.05,0.0,6.23,0.0,9.65,191.09,2.38,5.0
1616,265,1488,5.62,1843.62,6.96,27.51,45.0,144.91,178.54,0.0,0.0,34.47,26.2,119.18,185.09,44.49,49.0,46.14,16.75,3.01,23.04,13.03,24.17,113.24,13.85,3.0
1617,51,458,8.98,535.01,10.49,7.34,0.0,29.23,64.49,30.87,0.0,40.74,1.25,74.13,50.38,23.41,1.0,31.43,24.76,0.0,3.43,0.0,7.5,0.0,1.44,5.0
1618,231,2409,10.43,2431.7,10.53,40.75,0.0,253.46,346.36,2.39,0.0,8.5,127.04,181.15,217.15,55.24,64.5,96.68,5.55,0.0,112.05,0.0,71.34,114.59,5.54,3.0
1619,40,1228,30.7,1537.9,38.45,14.5,0.0,212.2,218.44,28.81,0.0,1.52,67.74,149.37,327.64,60.67,0.0,111.82,8.4,2.96,78.93,2.52,4.85,12.24,19.18,1.0
1620,87,1001,11.51,872.67,10.03,19.42,0.0,235.04,153.71,1.96,0.0,36.77,26.99,56.41,33.68,22.26,2.0,15.51,14.95,0.0,16.34,5.43,47.24,9.24,6.02,4.0
1621,13,282,21.69,294.99,22.69,13.34,0.0,50.29,81.36,17.7,0.0,0.0,5.39,30.67,28.72,12.22,0.0,20.73,0.0,0.0,23.57,1.49,2.0,0.0,0.89,5.0
1622,119,394,3.31,839.89,7.06,0.0,0.0,66.4,25.89,0.0,0.0,233.69,1.49,18.67,9.01,0.0,4.0,19.9,6.05,0.0,46.59,0.0,0.84,62.9,23.35,4.0
1623,88,1746,19.84,1560.77,17.74,32.33,0.0,294.33,167.32,20.85,29.74,263.3,74.22,190.85,97.75,97.77,0.0,79.27,50.39,3.4,29.63,10.11,91.33,5.64,1.39,3.0
1624,119,951,7.99,894.55,7.52,35.23,0.0,75.8,46.32,23.74,0.0,1.52,30.93,258.83,86.43,45.8,1.0,20.85,26.06,3.4,17.33,3.36,8.44,0.0,1.12,4.0
1625,18,287,15.94,418.29,23.24,1.42,0.0,30.09,77.39,1.78,13.95,12.24,8.55,27.8,144.13,10.44,0.0,29.88,2.2,0.0,36.74,0.0,26.43,26.77,0.59,5.0
1626,44,611,13.89,832.38,18.92,14.71,0.0,46.49,55.03,4.22,0.0,410.08,18.89,159.58,105.36,59.85,1.0,19.64,4.27,0.0,33.03,26.38,1.39,14.42,1.68,5.0
1627,54,790,14.63,1017.45,18.84,37.44,0.0,141.38,239.26,24.87,0.0,8.5,21.37,94.83,169.37,198.04,4.0,32.28,2.99,3.4,2.08,0.84,2.71,132.07,4.2,1.0
1628,36,629,17.47,951.67,26.44,32.52,0.0,130.54,207.04,0.89,1.0,9.35,6.12,88.13,141.6,94.53,0.0,12.6,4.7,3.4,78.28,0.0,0.0,69.4,3.74,1.0
1629,199,1440,7.24,2300.17,11.56,16.09,0.0,67.84,68.48,21.13,5.36,489.91,29.09,97.87,115.76,26.21,25.0,11.33,5.86,0.0,14.44,0.89,35.56,204.81,3.2,3.0
1630,93,2475,26.61,3764.81,40.48,108.89,0.0,397.23,233.75,10.29,0.0,201.75,145.73,191.27,445.83,288.52,0.0,521.0,29.89,9.08,122.9,30.97,95.47,96.64,12.47,2.0
1631,57,551,9.67,534.86,9.38,35.52,0.0,49.59,103.51,12.79,0.0,9.36,22.89,114.47,78.7,20.32,0.0,24.01,7.94,0.0,5.92,1.15,3.02,0.0,24.54,5.0
1632,49,567,11.57,504.85,10.3,17.92,0.0,25.3,73.32,12.88,0.0,0.0,10.47,31.64,119.37,68.93,0.0,9.09,3.27,0.0,27.07,0.4,10.87,0.0,19.9,5.0
1633,94,348,3.7,701.53,7.46,7.12,0.0,95.87,45.22,2.45,0.0,2.97,47.74,49.03,30.61,18.19,18.0,129.36,47.9,0.0,8.74,0.0,0.0,0.0,1.39,4.0
1634,78,504,6.46,638.75,8.19,15.94,0.0,15.86,223.82,8.1,0.0,3.4,44.03,51.26,43.38,26.17,0.0,11.12,4.83,7.82,249.16,2.96,5.34,0.0,0.89,4.0
1635,97,998,10.29,2167.03,22.34,44.12,0.0,23.42,146.43,10.16,0.0,215.83,20.21,190.02,199.95,55.98,37.7,318.67,15.32,4.24,7.88,16.66,14.3,223.91,22.66,3.0
1636,54,356,6.59,362.44,6.71,6.79,0.0,19.67,39.42,8.39,0.0,0.0,11.37,86.75,126.14,9.04,1.5,18.27,8.54,0.0,18.99,0.0,8.34,0.0,4.62,5.0
1637,106,2095,19.76,2920.63,27.55,54.88,0.0,364.59,278.82,3.71,0.0,129.23,97.5,211.9,265.61,343.22,0.0,179.63,137.77,1.27,72.05,42.11,225.7,0.0,9.51,2.0
1638,90,537,5.97,505.19,5.61,35.44,0.0,64.66,179.4,1.3,0.0,0.0,31.89,8.1,66.68,26.62,1.0,0.0,7.24,0.0,0.0,0.99,15.29,0.0,5.84,4.0
1639,56,638,11.39,771.74,13.78,22.59,0.0,32.67,113.71,0.0,21.97,6.8,48.08,80.14,100.99,0.59,9.5,119.98,3.2,0.0,7.97,1.69,14.71,24.26,4.46,4.0
1640,35,379,10.83,531.22,15.18,5.26,0.0,25.51,60.07,24.71,0.0,0.0,13.09,64.68,34.53,56.1,71.0,70.14,0.97,5.98,7.1,11.05,0.0,16.53,2.51,5.0
1641,45,876,19.47,1023.32,22.74,0.0,0.0,47.03,355.1,21.21,6.3,41.05,67.17,80.33,134.39,24.05,0.0,25.6,1.75,0.0,46.17,0.0,64.94,3.75,0.89,1.0
1642,120,670,5.58,528.6,4.41,12.43,0.0,23.31,51.59,4.41,0.0,81.85,24.1,132.09,57.91,30.96,0.0,31.33,11.09,0.43,4.3,8.78,10.47,21.96,2.36,4.0
1643,37,150,4.05,262.87,7.1,0.72,0.0,1.37,13.44,0.0,0.0,12.75,3.49,20.1,89.9,33.33,5.0,27.33,0.33,0.0,8.0,4.82,1.29,0.0,0.0,5.0
1644,49,707,14.43,768.9,15.69,17.47,0.0,111.03,58.57,0.0,0.0,28.96,10.43,104.26,183.48,52.44,8.0,44.52,4.5,5.01,11.59,7.15,15.19,0.0,1.19,5.0
1645,86,541,6.29,751.24,8.74,4.03,0.0,76.95,47.0,2.5,0.0,37.33,5.56,59.83,78.47,4.2,94.0,65.59,10.92,2.88,13.53,16.64,22.19,46.61,1.98,4.0
1646,77,369,4.79,399.33,5.19,26.69,0.0,70.97,37.26,0.0,1.0,2.97,20.7,35.64,29.58,21.83,4.0,3.49,2.5,0.0,4.02,0.0,21.38,0.0,9.79,4.0
1647,191,769,4.03,914.0,4.79,10.59,0.0,138.19,31.33,11.01,0.0,98.02,3.53,53.17,65.46,15.48,12.0,9.0,3.3,0.0,9.15,0.0,38.33,53.42,5.15,3.0
1648,52,575,11.06,663.8,12.77,14.93,0.0,88.11,137.38,3.54,0.0,32.71,104.48,30.77,36.2,10.25,0.0,20.13,7.48,0.0,35.53,4.25,35.85,30.48,0.22,5.0
1649,180,791,4.39,1109.73,6.17,29.31,0.0,46.74,43.45,31.12,23.95,22.8,11.38,67.08,75.8,20.53,25.0,20.74,2.08,0.0,18.93,9.16,2.58,132.28,4.95,3.0
1650,49,248,5.06,224.17,4.57,4.85,0.0,87.6,41.86,11.96,0.0,3.4,0.0,28.72,8.08,1.78,15.0,0.0,15.44,0.0,13.11,0.0,0.0,7.65,1.12,5.0
1651,45,554,12.31,434.56,9.66,46.74,0.0,14.93,43.66,21.9,0.0,0.0,26.75,68.25,98.46,9.09,8.0,31.36,16.78,0.0,12.05,0.0,1.1,0.0,3.58,5.0
1652,49,382,7.8,399.18,8.15,19.8,0.0,57.46,180.26,1.6,0.0,14.46,18.22,31.82,3.44,35.37,3.0,19.42,2.6,0.0,5.13,0.42,4.15,0.0,5.48,5.0
1653,116,1701,14.66,1484.39,12.8,30.82,0.0,201.2,296.93,34.05,0.0,16.28,69.41,205.71,117.1,51.94,3.0,15.73,23.39,2.44,15.76,5.07,38.06,4.88,45.62,0.0
1654,82,979,11.94,1278.89,15.6,78.43,0.0,286.51,67.11,8.25,47.66,30.61,75.77,176.6,193.97,129.12,0.0,92.52,1.55,0.0,45.2,17.02,20.66,0.0,11.65,4.0
1655,99,633,6.39,717.1,7.24,13.4,0.0,141.2,191.02,0.0,0.0,0.0,185.07,102.85,64.71,5.42,0.0,8.0,4.31,0.0,15.44,0.0,19.76,0.0,9.9,4.0
1656,97,723,7.45,621.29,6.41,33.4,0.0,82.92,60.68,48.69,12.43,15.28,25.97,109.65,55.59,36.31,2.0,15.2,0.7,0.0,11.3,9.23,1.49,2.32,3.74,0.0
1657,45,326,7.24,360.85,8.02,13.61,0.0,57.24,42.31,5.04,0.52,0.0,16.14,22.38,24.87,12.02,0.0,11.11,1.87,0.0,8.82,2.53,7.43,5.58,1.98,5.0
1658,60,442,7.37,511.35,8.52,5.34,0.0,71.83,67.89,0.95,1.9,50.31,0.79,51.57,123.32,33.24,0.0,27.56,35.13,2.55,3.98,0.0,0.0,9.57,2.31,5.0
1659,54,878,16.26,1134.69,21.01,14.47,0.0,201.61,99.3,5.39,0.0,0.95,46.63,50.67,102.91,222.01,24.0,105.83,3.0,11.87,19.94,0.42,54.61,11.31,5.36,1.0
1660,132,1214,9.2,1294.39,9.81,25.57,0.0,91.73,202.16,3.43,0.0,220.62,62.94,75.93,71.22,63.42,33.0,30.77,16.41,0.0,36.83,0.0,44.49,57.43,1.48,3.0
1661,6,196,32.67,257.8,42.97,3.8,0.0,28.34,51.44,14.1,0.0,50.92,19.4,51.28,29.78,22.25,2.0,14.27,1.75,0.0,20.03,11.76,1.28,3.71,0.0,1.0
1662,85,597,7.02,487.45,5.73,5.89,0.0,64.01,46.35,34.75,5.53,1.52,47.46,57.69,37.88,25.95,2.0,38.62,10.02,0.0,7.56,0.0,28.93,0.0,6.83,4.0
1663,38,905,23.82,1061.33,27.93,20.64,0.0,100.18,119.12,0.0,2.54,198.71,33.93,116.22,65.42,51.89,34.0,60.85,2.99,0.0,30.35,0.0,16.19,35.48,41.5,1.0
1664,57,702,12.32,822.37,14.43,13.37,0.0,144.15,56.86,61.18,14.09,40.0,34.01,59.16,38.95,61.42,0.0,18.37,4.53,1.69,9.78,7.5,30.95,0.0,13.87,0.0
1665,52,471,9.06,642.77,12.36,12.89,0.0,39.09,95.12,3.97,0.0,69.39,32.0,72.51,36.02,59.68,13.0,37.4,1.1,0.0,15.06,0.0,34.09,0.0,1.69,5.0
1666,31,259,8.35,347.7,11.22,1.09,0.0,16.66,45.72,2.2,0.0,8.92,12.85,54.48,21.87,21.34,0.0,17.92,0.0,0.0,2.99,0.0,0.0,41.12,0.93,5.0
1667,93,522,5.61,1088.9,11.71,16.51,0.0,15.61,162.23,1.83,0.0,39.04,4.5,76.96,37.78,3.35,279.0,5.08,0.35,0.0,7.63,0.0,0.0,0.0,6.18,4.0
1668,93,609,6.55,633.01,6.81,12.12,0.0,26.65,51.64,1.3,0.0,51.96,45.33,106.86,45.55,7.54,3.0,46.33,30.77,0.0,50.01,7.23,2.97,0.0,0.0,4.0
1669,25,307,12.28,415.36,16.61,7.05,0.0,17.88,81.78,0.0,2.99,2.2,46.07,111.24,18.52,44.07,0.0,30.7,2.35,3.44,4.48,13.82,4.82,0.0,0.55,5.0
1670,55,265,4.82,340.0,6.18,7.31,0.0,18.89,37.94,4.31,0.0,0.0,1.1,50.31,11.44,12.66,4.0,11.29,0.0,0.0,0.0,1.02,34.21,11.43,1.91,5.0
1671,50,389,7.78,636.68,12.73,10.63,0.0,112.86,20.47,4.19,0.0,56.9,13.31,50.15,35.75,86.22,2.0,13.28,13.66,12.32,0.0,12.48,2.09,16.44,0.27,5.0
1672,77,510,6.62,579.77,7.53,23.84,0.0,23.7,31.32,0.98,0.0,76.15,4.41,104.61,31.69,64.98,2.0,33.94,7.05,5.12,12.48,12.12,33.37,0.0,1.64,4.0
1673,32,370,11.56,395.07,12.35,16.91,0.0,69.47,55.69,2.06,0.0,0.0,14.89,12.97,32.15,23.79,2.0,15.13,3.29,0.0,1.35,0.0,7.57,22.82,1.45,5.0
1674,82,594,7.24,635.5,7.75,4.06,0.0,133.43,60.53,0.0,8.58,1.69,39.69,51.03,80.17,38.6,28.0,230.25,4.04,1.69,11.5,13.58,0.24,3.48,6.89,4.0
1675,45,302,6.71,292.79,6.51,9.93,0.0,15.94,30.03,0.0,0.0,0.0,7.54,28.49,82.74,21.15,10.0,0.0,17.15,1.51,10.08,3.82,0.0,0.0,3.61,5.0
1676,78,1204,15.44,1360.02,17.44,53.18,0.0,142.4,137.58,1.06,0.0,91.28,32.0,83.43,125.34,132.11,1.0,40.05,22.59,3.4,27.49,1.4,53.24,26.58,1.09,4.0
1677,119,750,6.3,676.42,5.68,14.02,0.0,65.48,165.1,0.0,0.0,0.0,1.95,103.42,170.92,32.67,6.0,0.0,15.4,0.0,8.95,9.12,3.48,0.0,0.0,4.0
1678,94,430,4.57,634.42,6.75,7.63,0.0,8.1,24.97,0.0,0.0,14.28,13.41,93.92,37.11,20.37,8.0,11.12,2.1,0.0,0.0,0.0,0.67,118.22,0.0,4.0
1679,62,85,1.37,305.75,4.93,0.0,0.0,1.49,0.0,0.0,0.0,13.42,0.0,0.99,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,4.76,126.76,0.0,5.0
1680,104,226,2.17,392.84,3.78,5.0,0.0,23.59,19.73,0.0,0.0,2.55,0.0,9.28,10.85,4.31,0.0,4.0,0.0,0.0,0.0,0.0,1.35,171.41,0.0,4.0
1681,84,593,7.06,637.49,7.59,15.3,0.0,16.75,101.48,0.0,0.0,18.7,0.99,180.07,63.12,22.87,4.0,33.84,9.25,0.0,21.7,0.0,1.08,0.0,8.69,4.0
1682,145,551,3.8,516.08,3.56,15.42,0.0,111.28,117.95,10.87,0.0,0.0,8.22,48.86,29.55,10.22,3.0,57.44,0.58,0.0,24.29,0.0,0.0,0.0,0.0,4.0
1683,36,628,17.44,832.74,23.13,16.21,0.0,137.34,50.55,0.0,0.0,54.53,41.16,97.97,60.17,99.26,0.0,50.06,12.99,0.0,29.62,5.8,8.5,20.96,7.6,1.0
1684,38,1611,42.39,2117.22,55.72,55.37,0.0,585.15,240.65,0.0,0.0,18.9,131.04,380.82,224.7,163.63,0.0,134.99,21.4,18.65,11.12,6.74,26.63,0.0,0.0,2.0
1685,114,1027,9.01,932.03,8.18,14.87,0.0,99.01,175.22,1.98,0.0,1.78,90.68,120.73,162.72,34.47,0.0,47.58,5.43,0.84,18.74,6.57,28.1,21.74,12.18,4.0
1686,138,795,5.76,1323.83,9.59,27.78,0.0,74.12,80.49,7.33,0.0,0.0,34.06,27.02,80.02,18.9,73.5,51.92,11.24,1.69,21.86,0.84,2.67,199.17,8.42,3.0
1687,24,76,3.17,73.59,3.07,1.19,0.0,11.31,0.0,2.53,1.09,0.0,5.98,16.67,14.17,0.0,0.0,0.0,7.96,0.0,0.0,0.0,0.0,0.0,1.78,5.0
1688,187,1309,7.0,1519.12,8.12,25.07,105.5,261.2,54.34,4.53,0.0,63.47,16.46,109.12,85.93,23.0,0.0,27.82,8.36,0.0,48.73,9.15,51.01,142.36,5.38,3.0
1689,148,745,5.03,1010.19,6.83,10.79,0.0,34.94,28.15,16.2,0.0,16.2,24.13,133.68,44.92,6.68,126.0,19.75,23.38,0.0,0.99,0.47,1.44,18.59,1.44,3.0
1690,82,561,6.84,432.44,5.27,25.34,0.0,33.47,123.85,0.0,0.0,12.32,9.64,27.49,104.76,13.94,11.0,8.95,5.8,0.0,3.03,3.4,1.08,0.0,6.53,4.0
1691,58,856,14.76,2314.37,39.9,29.46,0.0,58.19,88.15,4.3,0.0,377.52,33.6,86.5,77.03,216.0,637.0,48.43,0.0,3.98,23.84,16.73,22.84,112.02,2.28,1.0
1692,73,892,12.22,1113.54,15.25,14.87,0.0,96.72,129.59,1.5,0.0,69.35,17.38,182.54,120.78,67.93,1.0,27.96,23.35,11.48,34.46,18.99,27.47,105.97,13.13,4.0
1693,42,1270,30.24,1478.97,35.21,26.89,0.0,287.86,284.52,5.03,0.0,25.46,65.44,119.98,245.8,122.67,0.0,13.95,16.95,0.0,16.04,3.39,86.78,0.0,10.79,1.0
1694,55,265,4.82,420.56,7.65,7.59,0.0,26.27,18.57,6.61,0.0,153.31,11.45,14.25,14.73,12.7,5.5,3.49,2.2,0.0,1.14,0.0,58.44,30.52,1.0,5.0
1695,75,1282,17.09,2380.5,31.74,19.75,0.0,105.64,106.12,2.77,0.0,280.28,44.65,409.14,186.9,125.2,7.0,221.83,9.15,2.53,75.08,20.26,66.75,126.93,5.11,2.0
1696,29,260,8.97,347.2,11.97,6.47,0.0,19.6,29.31,1.08,7.28,287.67,7.41,14.05,64.48,34.69,0.0,3.48,5.25,1.69,13.55,4.24,4.76,29.75,2.52,5.0
1697,55,343,6.24,419.16,7.62,3.82,0.0,77.41,37.51,3.58,0.0,0.0,13.72,25.01,12.62,19.12,1.0,1.99,17.8,1.69,22.66,0.0,18.06,82.25,0.0,5.0
1698,156,1638,10.5,2194.71,14.07,20.89,0.0,43.23,442.21,50.06,0.0,76.5,19.13,232.2,183.48,43.62,7.0,28.01,34.1,2.79,32.49,1.51,35.33,648.04,9.39,0.0
1699,14,189,13.5,209.22,14.94,8.83,0.0,21.98,8.03,5.98,0.0,0.0,7.23,82.03,53.8,24.26,0.0,3.58,0.36,0.0,10.0,0.0,2.37,0.0,6.73,5.0
1700,68,609,8.96,526.35,7.74,3.48,0.0,38.64,68.97,9.33,0.0,12.74,13.7,18.5,99.39,6.12,0.0,17.52,26.25,0.0,12.66,1.69,7.36,2.88,6.53,4.0
1701,41,554,13.51,586.45,14.3,8.17,0.0,40.73,97.73,15.19,0.0,1.69,3.48,91.91,47.32,54.96,2.0,36.33,2.8,0.0,28.88,1.69,6.8,17.85,4.21,5.0
1702,18,395,21.94,705.97,39.22,13.71,0.0,33.94,60.27,0.0,0.0,182.37,25.12,22.17,149.42,63.31,0.0,90.11,0.0,0.0,0.0,0.84,78.01,14.84,0.0,1.0
1703,179,1310,7.32,1293.17,7.22,39.65,0.0,261.68,270.05,11.49,0.0,12.41,16.53,33.32,56.94,95.11,131.0,27.72,24.22,0.0,43.85,0.0,32.24,24.43,4.51,3.0
1704,56,446,7.96,402.15,7.18,14.29,0.0,14.17,80.87,36.81,0.0,0.0,8.03,63.7,58.71,39.28,9.0,17.23,0.65,0.0,36.05,0.0,2.2,2.35,1.78,5.0
1705,95,1015,10.68,1207.54,12.71,20.58,0.0,317.52,190.71,8.03,0.0,0.0,83.4,264.11,132.09,35.27,30.0,69.02,0.7,0.0,49.96,0.0,10.58,0.0,4.55,4.0
1706,82,721,8.79,619.06,7.55,24.49,0.0,133.91,117.56,2.68,0.0,0.0,17.9,13.38,81.1,23.46,13.0,65.51,6.92,1.06,10.69,0.0,5.94,0.0,2.18,4.0
1707,103,1061,10.3,2424.25,23.54,14.95,0.0,64.48,106.12,0.0,7.29,83.0,89.29,152.17,122.23,314.43,0.0,52.44,11.45,0.0,76.07,0.0,15.64,351.75,0.0,3.0
1708,184,1536,8.35,1742.09,9.47,53.28,0.0,133.46,339.65,20.1,27.81,4.25,76.31,154.21,145.4,108.79,0.0,110.01,79.87,3.4,23.95,5.09,109.89,2.18,16.06,3.0
1709,202,1550,7.67,2297.69,11.37,49.95,152.0,84.42,199.34,60.62,0.0,11.12,115.23,178.74,275.3,81.37,2.0,72.78,5.5,0.0,37.55,11.67,25.97,146.22,7.34,0.0
1710,67,378,5.64,459.06,6.85,13.06,0.0,9.75,85.38,26.9,0.0,0.0,5.1,66.14,30.71,5.59,3.0,16.39,1.3,0.0,10.62,0.0,5.67,65.68,3.17,5.0
1711,107,969,9.06,1730.47,16.17,15.27,0.0,42.34,51.4,3.24,0.0,45.7,41.31,178.68,128.04,45.52,17.0,35.77,45.86,9.32,145.84,27.63,63.95,498.3,23.42,3.0
1712,23,288,12.52,372.64,16.2,13.2,10.0,38.47,38.46,0.0,0.0,8.52,10.53,26.61,75.43,16.94,0.0,25.0,0.0,0.0,18.61,0.84,5.51,5.76,0.0,5.0
1713,108,796,7.37,1357.4,12.57,2.55,0.0,36.55,98.04,0.0,0.0,581.15,4.78,160.0,64.97,85.29,1.0,67.66,0.35,0.0,0.0,0.67,10.1,0.0,0.0,4.0
1714,105,620,5.9,982.73,9.36,18.43,0.0,91.95,25.78,7.49,0.37,2.2,16.18,31.33,71.0,1.69,25.0,46.86,7.37,0.0,13.22,5.77,2.79,431.16,0.63,4.0
