,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS,cluster_group
627,28,1328,47.43,1367.09,48.82,98.33,0.0,202.77,105.99,0.0,0.0,0.0,86.44,146.24,243.41,305.11,0.0,95.36,3.5,0.0,6.04,6.41,2.56,0.0,0.0,2.0
628,48,328,6.83,453.81,9.45,11.41,0.0,128.08,41.59,0.0,0.0,7.82,5.43,42.28,76.16,53.41,0.0,0.0,2.35,2.55,1.09,0.0,1.94,0.0,11.39,5.0
629,55,795,14.45,919.68,16.72,24.29,0.0,137.12,160.87,1.7,0.0,0.0,18.87,94.82,161.42,53.0,0.0,17.13,3.0,2.55,21.39,0.42,7.38,0.0,3.26,4.0
630,24,251,10.46,382.19,15.92,0.0,0.0,32.03,21.27,0.0,0.0,38.02,19.59,22.21,59.3,7.82,0.0,86.36,12.3,0.0,2.17,0.0,3.18,0.0,7.43,5.0
631,47,324,6.89,348.2,7.41,11.88,0.0,44.11,104.83,0.0,0.0,0.0,6.18,139.1,11.6,12.9,0.0,16.0,8.12,0.0,0.5,0.0,0.33,0.0,0.0,5.0
632,27,936,34.67,1263.47,46.8,27.62,0.0,117.45,361.89,0.0,0.0,0.0,18.79,480.71,94.68,61.89,0.0,94.1,16.95,2.96,30.21,5.88,2.93,0.0,2.77,1.0
633,83,520,6.27,506.22,6.1,47.84,0.0,127.36,79.18,12.26,0.0,0.0,0.0,15.67,119.85,70.42,1.0,24.99,3.74,0.76,7.32,0.0,8.4,0.0,0.0,4.0
634,54,564,10.44,466.42,8.64,5.53,0.0,39.54,43.66,0.0,0.0,0.0,29.76,54.44,103.89,29.61,0.0,14.4,3.35,0.0,11.44,0.0,0.0,0.0,0.76,5.0
635,7,322,46.0,205.88,29.41,1.71,0.0,46.94,33.54,0.0,0.0,0.0,4.48,12.54,185.64,317.88,0.0,14.74,5.25,0.0,0.79,0.0,6.01,0.0,0.0,1.0
636,24,599,24.96,597.45,24.89,23.77,0.0,31.46,100.14,28.25,0.0,0.0,13.45,95.49,52.68,96.78,0.0,0.0,3.15,0.0,12.08,1.69,24.72,0.0,72.28,1.0
637,54,319,5.91,309.54,5.73,3.67,10.0,49.33,97.36,0.0,48.16,0.0,8.92,10.28,31.26,14.7,0.0,2.89,2.5,0.0,3.29,5.6,22.24,0.0,0.84,5.0
638,27,349,12.93,392.12,14.52,2.34,0.0,15.36,69.39,0.56,5.72,0.0,12.9,106.6,101.2,15.89,0.0,24.45,3.56,4.03,44.23,0.0,3.74,0.0,0.0,5.0
639,27,308,11.41,389.65,14.43,19.7,0.0,50.01,84.01,9.33,0.0,0.0,0.6,25.66,16.34,80.95,0.0,10.0,0.5,0.0,4.0,0.63,4.35,0.0,0.49,5.0
640,60,1374,22.9,1905.49,31.76,51.41,0.0,145.73,269.55,24.29,0.0,196.4,110.55,356.29,192.33,92.29,0.0,306.03,4.29,21.93,75.03,31.12,39.74,0.0,128.18,2.0
641,66,1511,22.89,1436.1,21.76,14.63,0.0,197.21,263.9,0.0,0.0,4.25,48.56,305.49,180.14,140.24,0.0,47.58,33.68,0.0,42.06,61.04,7.75,0.0,5.96,1.0
642,62,721,11.63,820.66,13.24,24.92,0.0,82.0,89.17,61.86,0.0,21.26,65.5,162.7,99.75,53.29,0.0,27.61,23.55,3.4,14.01,1.01,4.63,0.0,16.06,0.0
643,95,528,5.56,586.28,6.17,6.61,0.0,94.43,212.64,5.9,0.0,1.44,25.9,88.63,67.14,21.72,11.5,5.67,27.32,0.0,0.0,5.95,3.85,0.0,4.97,4.0
644,100,554,5.54,767.84,7.68,10.44,0.0,41.36,144.97,3.06,7.56,3.4,28.14,102.59,100.61,107.56,8.0,1.99,0.0,0.0,25.49,3.27,11.08,0.0,0.79,4.0
645,116,796,6.86,856.82,7.39,27.9,0.0,229.04,68.72,2.61,0.0,8.82,12.2,117.41,103.3,140.6,0.0,14.94,4.95,0.0,8.15,0.0,10.69,0.0,22.42,4.0
646,32,157,4.91,115.9,3.62,16.77,0.0,25.36,13.44,8.27,0.0,0.0,7.34,3.68,11.41,12.01,0.0,1.19,4.05,0.0,1.04,3.96,2.85,0.0,2.03,5.0
647,38,1863,49.03,2107.22,55.45,31.42,0.0,466.19,223.2,5.13,0.0,5.09,132.99,453.94,399.54,143.49,12.0,71.61,19.76,11.89,63.84,1.69,86.03,0.0,19.11,2.0
648,81,422,5.21,419.12,5.17,34.75,0.0,16.31,94.85,0.0,0.0,0.0,12.55,109.34,45.25,1.99,0.0,52.67,5.24,0.0,20.54,0.0,0.0,0.0,0.0,4.0
649,28,614,21.93,810.96,28.96,1.56,0.0,115.45,90.07,0.0,0.0,0.0,2.26,164.14,218.12,18.66,0.0,111.0,3.81,0.0,66.18,0.0,0.0,0.0,0.99,1.0
650,95,294,3.09,280.37,2.95,1.74,5.0,83.01,74.4,1.12,0.0,10.22,1.39,0.0,13.89,25.02,0.0,2.29,4.2,0.0,5.27,3.4,24.69,0.0,11.21,4.0
651,60,521,8.68,650.08,10.83,6.49,148.0,65.51,44.0,0.0,0.0,2.55,9.88,21.24,64.22,41.55,0.0,19.22,5.2,0.0,26.89,0.0,7.25,0.0,2.11,5.0
652,34,404,11.88,487.04,14.32,19.41,0.0,206.53,100.77,0.71,0.0,0.0,10.13,55.25,85.94,15.65,0.0,4.68,4.94,0.0,79.13,0.0,7.27,0.0,2.38,5.0
653,62,318,5.13,369.02,5.95,11.51,0.0,69.8,76.7,0.59,0.0,26.96,1.45,34.25,14.46,13.32,12.0,4.22,1.82,0.0,1.48,0.0,0.35,0.0,10.72,5.0
654,16,278,17.38,278.74,17.42,6.1,0.0,45.15,23.11,10.5,0.0,5.52,57.27,48.95,25.83,0.0,0.0,2.46,0.0,0.0,14.71,0.0,2.87,0.0,4.96,5.0
655,56,168,3.0,507.81,9.07,1.57,380.0,7.04,45.47,0.0,0.0,15.72,1.99,24.65,15.39,2.72,0.0,1.5,2.1,0.0,1.55,0.0,0.84,0.0,1.48,5.0
656,14,145,10.36,152.97,10.93,2.96,0.0,18.86,14.3,3.99,0.0,0.0,0.0,44.3,16.98,1.58,0.0,8.73,1.99,0.0,18.88,0.0,3.0,0.0,0.0,5.0
657,54,388,7.19,395.62,7.33,5.89,10.0,26.46,67.0,0.38,0.0,11.48,14.43,99.52,35.22,25.01,0.0,13.92,2.97,0.0,1.04,22.73,0.0,0.0,0.79,5.0
658,72,315,4.38,379.58,5.27,2.44,0.0,47.58,150.47,0.0,0.0,7.1,7.87,20.1,86.86,16.79,0.0,4.24,0.0,0.0,0.99,5.1,2.22,0.0,0.0,5.0
659,98,349,3.56,677.35,6.91,1.46,85.0,85.45,97.4,0.0,0.0,10.2,5.63,62.02,69.91,16.27,1.0,0.0,1.6,3.13,0.0,1.18,2.76,55.6,0.99,4.0
660,14,550,39.29,613.66,43.83,23.13,0.0,86.2,250.43,0.0,0.0,42.44,15.36,29.89,53.04,60.09,0.0,27.45,0.3,0.0,34.44,0.0,10.02,0.0,6.13,1.0
661,55,1047,19.04,1378.81,25.07,23.26,0.0,119.26,78.78,20.2,0.0,3.4,31.68,177.54,228.77,173.35,0.0,99.8,15.55,2.45,27.76,12.35,34.12,0.0,11.26,1.0
662,176,1609,9.14,2341.57,13.3,28.33,385.0,172.67,92.35,26.59,0.0,189.16,11.65,124.25,62.38,65.52,163.0,63.93,14.24,6.44,22.53,0.0,51.86,0.0,1.72,3.0
663,65,649,9.98,792.52,12.19,20.67,0.0,68.45,171.15,6.55,0.0,11.05,79.16,111.34,32.3,9.82,0.0,74.45,5.49,0.0,71.96,0.0,72.98,0.0,24.12,4.0
664,106,705,6.65,619.83,5.85,40.93,0.0,20.85,72.66,8.41,0.0,2.12,18.01,64.66,75.17,12.69,0.0,25.1,4.86,0.0,7.63,20.59,0.0,0.0,67.39,4.0
665,35,538,15.37,625.68,17.88,18.83,0.0,42.73,77.78,1.9,0.0,0.0,3.74,144.67,60.84,67.68,0.0,13.1,0.0,3.74,41.8,0.0,1.33,0.0,0.0,5.0
666,27,621,23.0,870.91,32.26,34.93,20.0,116.41,84.29,6.93,0.0,278.65,67.03,58.09,221.36,24.5,0.0,122.94,3.12,3.4,62.09,31.43,52.13,0.0,13.63,1.0
667,134,665,4.96,1813.31,13.53,1.15,0.0,2.85,20.93,0.0,0.0,773.44,6.0,52.01,2.15,2.68,92.0,10.65,4.3,2.97,0.0,0.84,3.05,334.81,1.41,3.0
668,162,898,5.54,985.84,6.09,30.37,0.0,71.57,77.48,1.9,0.0,0.0,1.39,42.77,36.54,13.49,0.0,15.96,25.4,2.12,2.9,11.04,0.0,120.31,7.9,3.0
669,108,578,5.35,932.01,8.63,192.79,0.0,79.35,125.16,1.8,0.0,68.48,15.86,70.14,59.16,1.78,0.0,100.06,10.58,0.0,42.39,0.0,15.59,90.53,0.0,4.0
670,124,847,6.83,930.78,7.51,40.24,0.0,71.85,56.81,57.3,0.0,43.75,11.07,83.54,119.44,26.87,8.0,15.77,19.11,0.0,2.23,1.27,15.78,4.11,7.45,0.0
671,87,665,7.64,1414.33,16.26,4.55,60.0,61.88,64.23,0.0,0.0,225.7,16.1,86.82,24.9,54.5,0.0,50.4,2.2,0.0,2.18,0.0,4.57,124.19,0.0,4.0
672,36,208,5.78,447.11,12.42,6.09,50.0,25.27,18.25,0.0,0.0,0.0,5.2,16.08,17.14,1.95,0.0,1.69,0.0,0.0,4.45,0.0,5.1,119.28,0.0,5.0
673,76,540,7.11,1756.78,23.12,16.58,0.0,116.33,107.63,0.0,0.0,0.0,37.44,31.63,79.53,61.33,15.0,7.0,14.45,0.0,51.28,1.43,1.1,945.14,2.44,4.0
674,8,117,14.63,141.15,17.64,10.99,0.0,25.33,34.37,0.0,0.0,0.0,13.17,13.4,6.87,11.7,0.0,2.09,0.0,3.81,19.41,3.26,12.04,0.0,3.27,5.0
675,63,1196,18.98,1626.97,25.82,64.41,0.0,121.68,137.29,5.86,102.82,0.0,64.46,69.88,132.61,63.48,0.0,60.96,10.93,2.96,29.66,1.99,20.77,494.58,2.38,1.0
676,54,714,13.22,644.57,11.94,16.77,0.0,52.3,23.95,0.0,0.0,0.0,7.68,283.26,25.09,52.04,0.0,23.59,1.47,0.0,60.89,0.0,4.84,2.17,0.0,5.0
677,100,903,9.03,1416.86,14.17,54.36,0.0,77.01,90.47,38.51,0.0,0.0,39.53,125.58,110.05,20.23,0.0,80.14,9.21,0.0,72.76,5.02,81.86,162.41,9.86,0.0
678,125,855,6.84,1214.24,9.71,35.5,0.0,94.05,84.34,16.85,0.0,0.0,30.85,112.36,62.18,20.97,0.0,10.05,4.0,0.0,5.66,0.0,1.0,245.24,19.97,4.0
679,94,1222,13.0,1540.32,16.39,119.67,26.8,122.46,91.95,0.0,0.0,0.0,63.56,150.29,64.63,73.63,25.0,112.76,14.72,3.73,52.58,4.25,3.64,129.1,0.89,3.0
680,139,1258,9.05,1483.3,10.67,19.17,0.0,108.2,263.6,0.0,0.0,0.0,36.95,133.62,154.39,167.23,0.0,35.16,29.48,7.66,38.87,0.0,9.33,119.29,6.09,3.0
681,29,112,3.86,144.81,4.99,6.25,20.0,22.87,19.03,3.8,0.0,0.0,11.34,13.87,4.45,0.0,0.0,5.48,1.4,5.77,1.38,5.1,11.67,1.87,0.0,5.0
682,110,651,5.92,619.89,5.64,19.11,35.0,58.21,46.2,18.39,7.28,37.16,16.25,22.91,25.32,44.81,10.0,7.57,25.24,0.0,19.67,0.0,5.58,52.27,0.0,4.0
683,84,232,2.76,331.96,3.95,2.73,0.0,16.78,36.25,0.0,0.0,0.0,10.04,5.95,44.77,14.1,0.0,44.64,4.6,4.44,19.36,1.52,0.0,33.93,0.45,4.0
684,49,584,11.92,843.36,17.21,50.62,100.0,155.43,136.51,0.0,0.0,0.0,12.05,73.02,58.32,22.18,0.0,41.46,3.85,8.44,27.32,64.9,9.01,0.0,0.0,5.0
685,213,1262,5.92,2224.27,10.44,21.3,0.0,58.39,151.27,9.55,0.39,0.0,26.13,70.4,67.58,25.8,6.0,32.16,30.79,3.4,22.53,0.0,7.75,200.46,10.38,3.0
686,48,484,10.08,516.62,10.76,9.01,102.0,50.93,53.43,0.0,0.0,0.0,7.79,38.45,73.52,44.0,0.0,17.33,6.61,0.0,4.86,0.0,2.92,3.8,0.0,5.0
687,51,197,3.86,213.87,4.19,4.71,30.0,15.44,39.43,0.0,0.0,0.0,1.39,16.21,14.7,21.76,0.0,36.12,2.2,0.0,17.76,0.0,2.14,0.0,1.88,5.0
688,77,459,5.96,529.7,6.88,4.42,0.0,44.31,88.44,1.32,3.72,0.0,10.87,148.83,78.15,16.24,0.0,33.25,2.0,2.72,12.23,0.0,5.96,0.0,0.0,4.0
689,68,908,13.35,975.57,14.35,51.17,0.0,221.98,69.36,10.18,0.0,0.0,36.56,18.48,121.37,99.39,0.0,7.56,10.09,0.84,59.61,0.0,14.53,67.23,23.21,4.0
690,30,1089,36.3,1231.02,41.03,30.84,0.0,199.02,32.48,0.0,11.55,0.0,43.91,276.59,287.63,355.41,0.0,30.01,5.65,10.98,2.88,20.9,34.23,0.0,0.0,1.0
691,69,652,9.45,859.19,12.45,32.45,0.0,70.29,88.89,8.0,0.0,0.0,12.68,31.87,190.57,4.41,157.0,15.27,6.3,3.4,111.8,0.0,5.07,0.0,0.0,4.0
692,135,1129,8.36,1558.89,11.55,27.25,105.0,91.09,121.84,8.8,0.0,0.0,35.92,152.29,161.09,183.54,48.0,3.57,3.98,3.82,65.8,0.0,52.53,113.57,1.73,3.0
693,203,719,3.54,906.97,4.47,10.34,40.5,128.19,121.4,2.3,0.0,0.0,70.71,185.77,25.89,10.9,0.0,0.0,20.62,0.0,11.48,0.0,13.34,0.0,7.05,3.0
694,51,1010,19.8,1104.1,21.65,27.35,0.0,277.17,559.06,0.0,0.0,0.0,6.12,87.94,148.32,55.96,1.0,0.95,13.05,3.4,8.44,0.0,71.26,63.58,0.0,1.0
695,24,547,22.79,637.1,26.55,19.75,40.0,75.01,135.11,0.0,2.9,0.0,24.01,60.74,88.68,31.93,0.0,43.72,3.82,1.1,39.74,6.35,11.01,7.48,13.99,1.0
696,82,667,8.13,1312.99,16.01,8.41,30.0,51.06,69.29,29.07,1.5,0.0,15.74,46.75,96.21,47.2,0.0,24.38,9.06,9.48,27.65,5.94,18.34,106.73,0.99,4.0
697,53,498,9.4,522.89,9.87,17.39,100.0,37.13,101.71,0.0,0.0,0.0,19.38,37.58,37.37,57.4,0.0,6.0,11.65,0.0,3.48,0.0,0.0,2.95,0.89,5.0
698,18,207,11.5,268.74,14.93,5.46,0.0,35.71,28.83,0.0,0.0,0.0,3.88,33.77,19.71,43.07,0.0,2.59,12.8,0.0,3.29,7.65,15.74,11.23,0.0,5.0
699,73,445,6.1,560.97,7.68,33.58,0.0,81.53,87.67,1.8,0.0,0.0,4.55,73.35,43.25,55.22,0.0,34.71,0.5,0.0,37.86,0.0,7.2,7.32,5.54,4.0
700,138,1051,7.62,841.45,6.1,49.37,0.0,123.49,166.09,0.0,0.0,0.0,17.98,138.37,223.72,11.43,1.0,11.39,3.7,0.0,3.37,0.0,22.68,0.0,5.71,4.0
701,28,202,7.21,338.2,12.08,13.39,25.0,8.41,11.03,7.93,0.0,0.0,1.35,11.57,18.89,95.9,0.0,1.09,1.7,0.0,0.0,0.0,11.26,8.55,2.08,5.0
702,7,70,10.0,65.31,9.33,9.31,0.0,30.69,2.29,7.73,0.0,0.0,5.65,11.4,4.96,2.71,0.0,3.99,0.76,0.0,1.18,0.0,0.93,4.04,0.0,5.0
703,77,724,9.4,1318.69,17.13,7.93,0.0,94.1,126.28,7.37,0.0,0.0,23.45,21.25,44.77,27.26,0.0,20.67,21.0,0.0,0.0,4.95,2.61,975.16,26.52,4.0
704,17,512,30.12,753.11,44.3,28.84,10.0,25.39,32.05,5.9,0.0,0.0,109.35,61.06,182.26,117.74,0.0,0.0,13.7,0.0,7.96,19.6,1.3,276.01,2.75,1.0
705,83,504,6.07,456.02,5.49,6.39,5.0,17.18,39.96,1.1,0.0,0.0,7.94,31.22,14.61,9.19,48.0,11.76,28.42,0.0,2.45,0.0,0.5,0.42,15.15,4.0
706,44,781,17.75,706.33,16.05,21.27,0.0,167.31,59.93,0.0,0.0,0.0,29.87,83.71,74.28,21.01,4.0,28.97,1.55,1.18,18.17,11.17,59.16,3.98,16.63,1.0
707,101,691,6.84,580.71,5.75,38.42,0.0,128.59,90.66,0.0,0.0,0.0,31.53,40.74,59.9,59.45,15.0,0.0,40.42,0.0,24.27,8.47,5.86,3.02,0.0,4.0
708,122,866,7.1,1435.13,11.76,16.45,10.0,153.19,30.66,9.16,0.0,0.0,26.37,73.26,86.54,159.56,31.0,13.78,0.0,0.84,11.03,23.7,45.61,261.25,1.68,4.0
709,61,379,6.21,310.46,5.09,3.97,0.0,65.3,33.04,0.0,0.0,4.58,33.54,10.1,27.05,39.84,0.0,3.25,0.65,0.0,14.54,0.0,0.42,7.92,0.56,5.0
710,74,465,6.28,706.94,9.55,12.95,0.0,103.59,50.45,0.0,0.0,0.0,6.83,29.01,20.14,9.63,0.0,0.0,7.93,0.0,6.15,0.0,9.24,510.74,3.96,4.0
711,46,329,7.15,561.36,12.2,25.41,10.0,13.05,28.66,6.67,0.0,0.0,0.0,31.13,24.21,0.0,12.5,2.14,120.05,0.0,7.75,2.37,0.75,105.07,8.99,5.0
712,362,1036,2.86,1505.89,4.16,31.36,10.0,78.93,64.58,3.22,0.0,0.0,39.18,41.68,65.84,17.0,105.0,23.55,77.5,3.4,5.54,0.0,3.42,21.34,1.19,3.0
713,87,302,3.47,467.16,5.37,8.56,0.0,20.19,26.92,0.0,0.0,0.0,0.0,32.67,69.49,0.9,4.0,35.58,7.0,0.0,47.62,0.0,0.0,84.82,7.34,4.0
714,108,791,7.32,955.5,8.85,9.19,5.0,125.08,137.69,8.39,0.0,0.0,19.32,43.42,31.95,4.55,31.0,6.77,11.56,0.0,25.79,14.47,8.61,85.38,0.0,4.0
715,54,530,9.81,708.8,13.13,14.43,20.0,74.45,64.32,3.0,0.0,0.0,19.14,301.06,106.76,50.25,0.0,6.68,1.57,5.75,20.81,13.56,1.17,2.79,0.0,5.0
716,29,569,19.62,693.94,23.93,55.42,20.0,238.15,90.78,10.11,0.99,0.0,0.0,132.17,127.72,5.56,0.0,52.1,9.44,3.82,40.16,2.62,56.65,0.0,7.75,1.0
717,43,393,9.14,304.0,7.07,16.89,0.0,46.25,20.42,0.0,0.0,0.0,0.0,11.58,139.44,25.1,0.0,2.29,7.83,0.0,9.75,0.0,10.49,8.94,0.0,5.0
718,147,696,4.73,1510.16,10.27,1.47,0.0,26.81,47.24,5.31,0.0,318.82,8.87,29.16,45.98,20.92,0.0,38.09,1.4,0.0,4.91,4.06,13.1,134.15,0.69,3.0
719,34,427,12.56,379.85,11.17,13.1,0.0,29.2,58.41,4.5,0.0,0.0,11.85,17.51,68.16,98.89,0.0,8.1,3.5,0.0,0.0,16.15,4.94,0.0,10.05,5.0
720,143,1003,7.01,923.37,6.46,12.87,0.0,76.83,199.5,2.5,0.0,0.0,2.05,166.96,39.0,19.27,0.0,84.58,42.76,0.0,16.51,0.63,1.01,18.28,9.19,3.0
721,22,155,7.05,207.25,9.42,7.85,30.0,22.23,13.76,2.12,0.0,0.0,4.0,2.42,14.01,38.63,0.0,1.59,3.01,0.0,5.84,0.0,10.25,8.72,1.74,5.0
722,29,269,9.28,328.9,11.34,3.96,30.0,44.42,27.44,1.78,0.0,0.0,21.57,50.77,39.34,19.43,10.0,19.72,2.08,0.0,3.78,0.0,3.4,10.48,1.49,5.0
723,39,415,10.64,466.07,11.95,10.98,0.0,22.07,57.45,0.0,0.0,0.0,23.41,5.94,125.12,88.59,0.0,8.36,0.0,3.4,14.67,0.0,12.78,20.95,5.04,5.0
724,116,945,8.15,802.09,6.91,5.66,41.0,95.34,157.82,1.13,0.0,0.0,25.15,52.58,114.48,44.74,10.0,39.13,0.7,0.0,27.66,1.13,8.52,16.91,5.75,4.0
725,140,1020,7.29,1161.85,8.3,59.37,0.0,185.98,175.84,0.0,0.0,0.0,40.67,49.42,123.3,23.7,18.0,4.62,48.52,0.0,2.38,0.0,13.35,74.13,2.08,3.0
726,193,606,3.14,744.33,3.86,21.95,10.0,30.34,78.55,8.53,0.0,0.0,45.9,10.43,31.07,126.16,0.0,9.14,7.19,0.0,13.32,0.0,1.58,3.99,3.27,3.0
727,39,364,9.33,457.41,11.73,5.3,20.0,35.07,35.09,0.82,0.0,0.0,24.44,106.71,55.77,28.91,0.0,19.49,3.22,2.12,9.79,3.12,8.58,16.2,1.66,5.0
728,24,192,8.0,208.93,8.71,9.48,0.0,36.29,44.16,11.91,0.0,0.0,12.3,15.28,20.59,9.68,0.0,13.56,0.87,7.8,13.96,0.0,3.78,11.64,3.66,5.0
729,133,876,6.59,1410.78,10.61,10.5,0.0,66.86,85.68,0.0,0.0,0.0,14.14,84.73,5.14,8.86,106.0,1.99,0.4,0.0,14.48,14.02,2.64,264.33,4.44,3.0
730,110,496,4.51,1062.33,9.66,7.32,138.0,26.81,58.38,1.1,0.0,0.0,5.19,50.24,74.71,30.37,0.0,25.75,3.03,0.0,0.0,0.84,0.66,250.86,2.13,4.0
731,81,653,8.06,946.69,11.69,53.89,10.0,88.52,306.62,0.0,0.0,0.0,73.74,68.52,80.96,48.54,6.0,19.25,0.33,0.0,2.0,5.5,13.78,255.06,3.34,4.0
732,100,494,4.94,472.1,4.72,8.59,30.0,159.09,46.18,0.0,0.0,38.81,6.24,38.24,18.7,1.82,0.0,3.51,12.05,0.0,9.5,0.0,6.56,7.82,0.0,4.0
733,79,2042,25.85,1957.82,24.78,35.63,0.0,367.73,250.95,16.39,0.0,0.0,176.97,565.23,133.36,302.21,79.4,72.89,16.98,5.6,15.33,45.04,68.43,0.2,0.0,2.0
734,24,153,6.38,229.34,9.56,3.88,0.0,72.32,14.07,0.0,0.0,0.0,3.98,6.88,0.77,37.8,5.0,0.0,3.1,0.0,1.79,1.69,1.3,57.92,2.77,5.0
735,27,125,4.63,270.42,10.02,4.05,0.0,11.7,4.11,1.78,0.0,0.0,19.18,18.88,21.36,2.09,18.0,17.99,0.36,0.0,36.39,0.0,0.0,17.34,0.0,5.0
736,15,234,15.6,316.6,21.11,8.99,10.0,40.19,11.42,0.0,0.0,0.0,28.1,87.54,23.53,22.63,0.0,16.79,4.05,0.0,17.86,43.76,15.35,20.33,14.88,5.0
737,150,871,5.81,962.44,6.42,27.34,0.0,53.22,98.75,4.97,0.0,0.0,62.09,92.7,108.7,64.54,0.0,71.96,0.38,2.97,7.35,3.89,8.94,0.0,17.1,3.0
738,71,538,7.58,679.86,9.58,4.48,0.0,56.19,142.56,0.0,0.0,0.0,91.45,8.16,213.73,18.19,7.0,1.75,8.45,0.0,1.59,3.4,0.0,113.28,0.0,4.0
739,48,625,13.02,677.43,14.11,11.9,0.0,178.62,57.86,19.89,0.0,0.0,64.84,86.82,71.97,6.84,0.0,66.51,20.45,0.0,11.97,0.0,11.47,67.5,1.72,5.0
740,23,458,19.91,617.0,26.83,0.56,0.0,121.67,365.06,7.29,0.0,0.0,13.34,75.15,53.09,7.93,0.0,0.0,5.5,0.0,35.77,0.0,9.98,0.0,0.0,1.0
741,20,144,7.2,223.9,11.2,8.73,26.0,22.8,31.34,0.23,0.0,0.0,14.58,7.35,25.07,13.6,0.0,0.0,1.8,0.0,16.01,0.0,4.2,65.36,1.09,5.0
742,19,421,22.16,380.33,20.02,11.31,0.0,46.53,34.65,0.0,0.0,0.0,14.96,18.36,88.24,22.17,0.0,13.98,5.55,0.0,5.93,0.0,7.81,0.0,4.95,5.0
743,14,180,12.86,225.69,16.12,3.23,40.0,135.98,29.88,0.0,0.0,0.0,5.08,5.18,0.93,2.59,3.0,15.21,6.89,0.0,7.56,2.09,6.62,21.99,0.49,5.0
744,60,513,8.55,618.19,10.3,31.93,5.0,99.67,79.93,13.52,0.0,0.0,6.77,55.95,60.01,25.12,0.0,17.04,1.6,0.0,39.07,7.36,32.31,82.85,16.99,4.0
745,66,610,9.24,540.47,8.19,9.33,0.0,153.9,22.68,6.4,0.0,0.0,10.77,41.39,65.03,12.58,0.0,20.14,5.1,0.0,14.95,0.0,28.5,11.5,1.27,4.0
746,103,637,6.18,616.6,5.99,22.66,5.0,72.18,111.84,42.95,0.0,0.0,12.41,70.73,83.77,4.53,7.0,18.5,8.11,0.0,7.26,0.0,4.88,1.97,1.09,0.0
747,23,372,16.17,451.81,19.64,64.15,25.0,120.56,16.13,7.16,0.0,0.0,126.95,5.83,53.51,64.06,2.0,11.5,5.53,8.29,14.16,62.95,64.59,21.8,2.58,1.0
748,33,347,10.52,370.11,11.22,10.45,0.0,52.64,75.18,0.0,0.0,0.0,12.47,78.1,39.51,13.15,0.0,28.3,0.35,0.0,24.85,0.0,7.93,0.0,3.41,5.0
749,126,360,2.86,499.76,3.97,9.77,0.0,28.91,39.14,1.3,0.0,0.0,21.15,28.47,29.08,12.16,5.0,3.49,10.5,0.0,11.45,1.69,2.61,77.21,1.72,4.0
750,23,1117,48.57,1123.24,48.84,9.58,0.0,306.64,154.46,0.0,0.0,0.0,110.34,42.27,353.19,59.54,0.0,10.94,0.0,1.69,12.5,0.84,72.14,0.0,2.83,1.0
751,178,1143,6.42,1318.51,7.41,136.66,50.0,118.57,209.58,2.95,0.6,0.0,2.85,42.33,25.59,37.24,30.0,204.7,226.82,0.0,84.64,1.69,7.38,128.48,10.95,3.0
752,20,479,23.95,468.61,23.43,2.14,0.0,24.86,42.23,2.77,1.49,0.0,26.5,73.22,34.55,96.44,0.0,64.03,2.0,15.2,2.53,0.0,2.9,8.89,4.01,1.0
753,50,447,8.94,764.75,15.3,15.56,0.0,35.2,75.01,4.52,0.0,0.0,6.0,17.64,27.58,0.59,0.0,22.13,6.46,2.51,15.9,0.0,1.44,1175.56,0.0,5.0
754,148,712,4.81,1371.35,9.27,23.66,279.5,60.0,32.72,3.94,0.0,0.0,19.39,78.62,42.61,90.34,0.0,11.04,15.92,0.0,14.3,6.63,24.58,108.33,4.06,3.0
755,28,255,9.11,260.56,9.31,6.11,0.0,32.36,41.09,6.94,0.0,0.0,6.23,24.25,41.85,4.63,4.0,13.78,0.0,0.0,0.69,0.0,1.01,8.03,7.1,5.0
756,53,318,6.0,592.48,11.18,18.74,80.0,37.27,17.23,0.0,0.0,0.0,4.45,140.58,8.83,25.5,30.0,0.0,1.85,0.0,0.59,0.84,0.0,40.74,13.9,5.0
757,89,750,8.43,942.68,10.59,12.13,20.0,97.18,116.43,0.0,0.0,0.0,9.33,83.81,43.34,11.91,51.8,24.43,5.32,6.44,12.62,0.0,17.46,207.55,2.08,4.0
758,87,931,10.7,874.03,10.05,27.85,0.0,133.27,71.35,33.85,9.5,0.0,38.42,74.61,101.41,34.03,0.0,36.87,2.3,0.0,0.0,0.0,34.9,54.54,0.0,4.0
759,74,361,4.88,620.61,8.39,25.01,0.0,59.15,30.99,4.2,0.0,0.0,6.77,2.55,1.59,0.93,0.0,52.83,18.35,0.0,0.0,0.0,0.0,240.61,3.74,4.0
760,150,1627,10.85,1898.04,12.65,37.76,100.0,145.73,24.15,17.1,0.0,0.0,29.52,213.47,76.2,33.0,0.0,57.29,62.7,4.26,50.18,3.38,30.02,359.39,290.94,3.0
